,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),BuildingType,PrimaryPropertyType,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),ENERGYSTARScore,TotalGHGEmissions,AgeBuilding,ProportionGFABuilding,ProportionGFAParking,ProportionElectricity,ProportionNaturalGas,ProportionSteamUse,NumberofFloorsByBuildings
2998,1912,1.0,3,24000,0,24000,NonResidential,Mixed Use Property,"Office, Other, Retail Store",Office,Other,Retail Store,12000.0,6000.0,6000.0,0.0,876004.0,56079.0,932083.5,38.79999924,,9.09,104,1.0,0.0,0.9398342530470715,0.0601652105203021,0.0,3.0
2999,1920,1.0,3,23422,0,23422,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,23422.0,0.0,0.0,0.0,334292.0,2367580.0,2701872.0,115.4000015,65.0,128.07,96,1.0,0.0,0.12372606844439707,0.876273931555603,0.0,3.0
3000,1975,5.0,2,38879,11328,27551,NonResidential,Other,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,None,None,38879.0,0.0,0.0,0.0,3257087.0,114572.0,3371659.75,86.69999695,,28.79,41,0.7086344813395407,0.2913655186604594,0.966018887285409,0.03398089027221682,0.0,0.0
3003,1998,1.0,5,53034,14625,38409,NonResidential,Mixed Use Property,"Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily Housing,Supermarket/Grocery Store,Parking,22486.0,14257.0,13308.0,0.0,2091625.0,1300504.0,3392129.0,92.30000305,93.0,83.65,18,0.7242335105781197,0.2757664894218803,0.6166112786394621,0.38338872136053787,0.0,5.0
3009,1920,1.0,2,23040,0,23040,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,23040.0,0.0,0.0,0.0,72845.0,6867.0,79711.79688,3.5,99.0,0.87,96,1.0,0.0,0.9138546971869492,0.08614785099296836,0.0,2.0
3012,1958,1.0,2,61880,0,61880,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,61880.0,0.0,0.0,0.0,595937.0,0.0,595936.5,9.600000381,66.0,4.15,58,1.0,0.0,1.0000008390155664,0.0,0.0,2.0
3014,1925,1.0,2,27938,0,27938,NonResidential,Small- and Mid-Sized Office,"Office, Retail Store",Office,Retail Store,None,13917.0,13188.0,0.0,0.0,1024252.0,3142.0,1027394.313,37.90000153,97.0,7.31,91,1.0,0.0,0.9969414732393989,0.0030582221063939256,0.0,2.0
3019,1924,1.0,2,21600,0,21600,NonResidential,Other,"Other - Services, Retail Store",Other - Services,Retail Store,None,32580.0,9650.0,0.0,0.0,1623657.0,0.0,1623657.0,38.40000153,,11.32,92,1.0,0.0,1.0,0.0,0.0,2.0
3020,1929,1.0,3,27908,0,27908,Nonresidential COS,Other,Other,Other,None,None,21886.0,0.0,0.0,0.0,964426.0,1063700.0,2028125.625,92.69999695,,63.22,87,1.0,0.0,0.47552577025399995,0.524474414645789,0.0,3.0
3022,2000,1.0,2,30562,0,30562,Campus,K-12 School,K-12 School,K-12 School,None,None,30562.0,0.0,0.0,0.0,659450.0,962781.0,1622231.375,53.09999847,69.0,55.73,16,1.0,0.0,0.4065079804044599,0.5934917884324609,0.0,2.0
3024,2000,1.0,3,54969,0,54969,NonResidential,Retail Store,Retail Store,Retail Store,None,None,54969.0,0.0,0.0,0.0,3434704.0,289394.0,3724098.25,67.69999695,67.0,39.31,16,1.0,0.0,0.9222914567304985,0.07770847613915664,0.0,3.0
3025,1951,1.0,2,36825,0,36825,NonResidential,K-12 School,"K-12 School, Office, Social/Meeting Hall, Worship Facility",K-12 School,Worship Facility,Social/Meeting Hall,44340.0,10415.0,4925.0,0.0,911763.0,843310.0,1755072.75,27.20000076,,51.14,65,1.0,0.0,0.5195015420300954,0.4804986004141424,0.0,2.0
3028,1958,1.0,3,25834,0,25834,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,31822.0,0.0,0.0,0.0,1219253.0,857036.0,2076289.625,65.19999695,73.0,54.02,58,1.0,0.0,0.5872268422089717,0.4127728567732934,0.0,3.0
3032,1929,1.0,1,37700,0,37700,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,52225.0,0.0,0.0,0.0,751827.0,2729901.0,3481727.5,66.69999695,38.0,150.23,87,1.0,0.0,0.21593504948333836,0.784065094123535,0.0,1.0
3036,1925,1.0,2,27273,0,27273,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,27273.0,0.0,0.0,0.0,436535.0,822084.0,1258619.125,46.09999847,90.0,46.7,91,1.0,0.0,0.3468364585672413,0.6531634421175667,0.0,2.0
3041,2004,1.0,6,97229,0,97229,NonResidential,Mixed Use Property,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,Parking,Retail Store,45300.0,35973.0,16956.0,0.0,1021754.0,0.0,1021754.688,16.39999962,100.0,7.12,12,1.0,0.0,0.9999993266485507,0.0,0.0,6.0
3045,1982,1.0,3,25111,0,25111,NonResidential,Small- and Mid-Sized Office,"Non-Refrigerated Warehouse, Office, Parking",Office,Non-Refrigerated Warehouse,Parking,14256.0,7850.0,0.0,0.0,557279.0,397074.0,954352.6875,43.20000076,77.0,24.97,34,1.0,0.0,0.5839340186276785,0.4160663088194007,0.0,3.0
3057,1953,1.0,2,31805,0,31805,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,31805.0,0.0,0.0,0.0,407379.0,1234288.0,1641667.0,51.59999847,10.0,68.39,63,1.0,0.0,0.24814959428434633,0.7518504057156536,0.0,2.0
3058,1953,1.0,1,20811,0,20811,NonResidential,K-12 School,K-12 School,K-12 School,None,None,20811.0,0.0,0.0,0.0,505796.0,761553.0,1267348.5,60.90000153,95.0,43.97,63,1.0,0.0,0.39909780143346524,0.6009025930910085,0.0,1.0
3060,1967,1.0,2,22058,0,22058,Nonresidential COS,Warehouse,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,None,12644.0,7286.0,0.0,0.0,847726.0,1139608.0,1987334.75,99.69999695,1.0,66.43,49,1.0,0.0,0.42656427157025256,0.5734353510398789,0.0,2.0
3063,1970,1.0,1,22890,0,22890,NonResidential,Refrigerated Warehouse,"Office, Refrigerated Warehouse",Refrigerated Warehouse,Office,None,43452.0,2890.0,0.0,0.0,8922015.0,1083771.0,10005787.0,215.8999939,,119.76,46,1.0,0.0,0.8916854816117913,0.10831441844604528,0.0,1.0
3064,1907,1.0,5,36000,0,36000,NonResidential,Other,Other,Other,None,None,36000.0,0.0,0.0,0.0,346376.0,764918.0,1111293.75,30.89999962,,43.04,109,1.0,0.0,0.3116871664220194,0.6883130585410023,0.0,5.0
3065,1971,1.0,1,28320,0,28320,NonResidential,Distribution Center,"Distribution Center, Parking",Distribution Center,Parking,None,28320.0,0.0,0.0,0.0,3403624.0,832772.0,4236396.5,149.6000061,1.0,67.96,45,1.0,0.0,0.8034243253670897,0.1965755566080748,0.0,1.0
3072,1955,1.0,1,29079,0,29079,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,29079.0,0.0,0.0,0.0,511118.0,350526.0,861643.6875,29.60000038,78.0,22.18,61,1.0,0.0,0.593189513733889,0.40681084894502867,0.0,1.0
3073,1982,1.0,3,28848,9616,19232,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,19232.0,9616.0,0.0,0.0,726917.0,0.0,726917.5,37.79999924,82.0,5.07,34,0.6666666666666666,0.3333333333333333,0.9999993121640351,0.0,0.0,3.0
3076,1988,1.0,2,20535,0,20535,NonResidential,Small- and Mid-Sized Office,"Distribution Center, Office",Office,Distribution Center,None,13600.0,8200.0,0.0,0.0,1274260.0,561544.0,1835804.0,84.19999695,7.0,38.71,28,1.0,0.0,0.6941154938108861,0.3058845061891139,0.0,2.0
3077,1985,1.0,2,43025,0,43025,NonResidential,Laboratory,"Laboratory, Other",Laboratory,Other,None,29527.0,13498.0,0.0,0.0,5264469.0,4128638.0,9393108.0,218.3000031,,255.97,31,1.0,0.0,0.5604608187194271,0.4395390748195379,0.0,2.0
3079,1965,1.0,1,30800,0,30800,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,30800.0,0.0,0.0,0.0,485971.0,0.0,485971.0,15.80000019,65.0,3.39,51,1.0,0.0,1.0,0.0,0.0,1.0
3087,1900,1.0,3,22168,0,22168,NonResidential,Mixed Use Property,"Multifamily Housing, Other - Entertainment/Public Assembly",Multifamily Housing,Other - Entertainment/Public Assembly,None,11084.0,11084.0,0.0,0.0,982475.0,801910.0,1784385.25,80.5,,49.44,116,1.0,0.0,0.550595786420001,0.44940407347572503,0.0,3.0
3088,1922,1.0,1,37400,0,37400,NonResidential,Warehouse,"Distribution Center, Non-Refrigerated Warehouse, Supermarket/Grocery Store",Non-Refrigerated Warehouse,Supermarket/Grocery Store,Distribution Center,27271.0,5706.0,4473.0,0.0,894740.0,29453.0,924192.6875,24.70000076,73.0,7.8,94,1.0,0.0,0.9681314428275002,0.031868895305450035,0.0,1.0
3094,2000,1.0,11,268130,0,268130,NonResidential,Large Office,Office,Office,None,None,268130.0,0.0,0.0,0.0,14980783.0,45567.0,15026352.0,56.0,88.0,106.86,16,1.0,0.0,0.9969673943482756,0.0030324725522202596,0.0,11.0
3095,2000,1.0,11,68452,0,68452,NonResidential,Small- and Mid-Sized Office,"Bank Branch, Office",Office,Bank Branch,None,61665.0,6787.0,0.0,0.0,3782378.0,0.0,3782378.25,55.29999924,79.0,26.37,16,1.0,0.0,0.9999999339040192,0.0,0.0,11.0
3096,2000,1.0,11,273185,0,273185,NonResidential,Large Office,Office,Office,None,None,281566.0,0.0,0.0,0.0,14709149.0,0.0,14709151.0,52.20000076,88.0,102.54,16,1.0,0.0,0.9999998640302218,0.0,0.0,11.0
3097,1924,1.0,3,97500,0,97500,NonResidential,K-12 School,K-12 School,K-12 School,None,None,97500.0,0.0,0.0,0.0,910698.0,2826262.0,3736960.0,38.29999924,97.0,156.45,92,1.0,0.0,0.24370022692241822,0.7562997730775818,0.0,3.0
3098,1982,1.0,5,54015,0,54015,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,54015.0,0.0,0.0,0.0,3020001.0,0.0,3020001.5,55.90000153,75.0,21.05,34,1.0,0.0,0.9999998344371683,0.0,0.0,5.0
3105,1985,1.0,13,42000,0,42000,NonResidential,Restaurant,"Office, Other, Other - Restaurant/Bar, Strip Mall",Other - Restaurant/Bar,Other,Strip Mall,26554.0,15310.0,7673.0,2513519.25,4351882.0,933062.0,7798464.0,148.0,,273.91,31,1.0,0.0,0.5580434813830005,0.11964689456795595,0.3223095278762587,13.0
3109,1965,1.0,1,24697,0,24697,Nonresidential COS,Other,"Library, Other - Services",Library,Other - Services,None,15300.0,4717.0,0.0,0.0,859009.0,436677.0,1295685.75,64.69999695,,29.18,51,1.0,0.0,0.6629763428362163,0.33702385011180375,0.0,1.0
3110,2013,2.0,1,57468,0,57468,NonResidential,University,College/University,College/University,None,None,67750.0,0.0,0.0,0.0,2133182.0,1410803.0,3543985.5,52.29999924,,89.8,3,1.0,0.0,0.601916119577803,0.3980837393380983,0.0,0.0
3111,2006,1.0,5,84000,0,84000,NonResidential,University,College/University,College/University,None,None,84300.0,0.0,0.0,0.0,4446528.0,7737596.0,12184124.0,144.5,,441.94,10,1.0,0.0,0.3649444145512636,0.6350555854487364,0.0,5.0
3114,1991,1.0,3,103000,0,103000,NonResidential,Retail Store,Retail Store,Retail Store,None,None,103000.0,0.0,0.0,0.0,4243144.0,971477.0,5214621.5,50.59999847,89.0,81.18,25,1.0,0.0,0.8137012437048403,0.1862986604109234,0.0,3.0
3115,2008,1.0,1,37864,0,37864,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,Supermarket/Grocery Store,None,None,37864.0,0.0,0.0,0.0,5407602.0,2618093.0,8025696.0,212.0,61.0,176.75,8,1.0,0.0,0.6737860492099377,0.32621382619027683,0.0,1.0
3116,1950,1.0,2,66497,0,66497,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,Supermarket/Grocery Store,None,None,66497.0,0.0,0.0,0.0,9133009.0,157203.0,9290214.0,139.6999969,84.0,72.02,66,1.0,0.0,0.983078430701381,0.016921354018325088,0.0,2.0
3117,2006,1.0,4,34010,0,34010,NonResidential,Retail Store,Retail Store,Retail Store,None,None,38428.0,0.0,0.0,0.0,3560614.0,0.0,3560614.25,92.69999695,,24.82,10,1.0,0.0,0.9999999297873955,0.0,0.0,4.0
3118,2006,1.0,4,45980,0,45980,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,Supermarket/Grocery Store,None,None,45980.0,0.0,0.0,0.0,5369235.0,2936020.0,8305255.0,180.6000061,79.0,193.36,10,1.0,0.0,0.6464864715171298,0.3535135284828702,0.0,4.0
3123,1991,1.0,1,45000,0,45000,NonResidential,Other,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,Swimming Pool,None,45000.0,0.0,0.0,0.0,1051644.0,2453853.0,3505497.0,77.90000153,,137.66,25,1.0,0.0,0.2999985451421011,0.7000014548578989,0.0,1.0
3124,1999,1.0,6,333698,0,333698,NonResidential,Other,"Other - Entertainment/Public Assembly, Parking",Parking,Other - Entertainment/Public Assembly,None,432903.0,333698.0,0.0,0.0,9401937.0,4328267.0,13730204.0,41.09999847,,295.42,17,1.0,0.0,0.6847630960180927,0.31523690398190735,0.0,6.0
3125,1904,1.0,4,72859,0,72859,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,72859.0,0.0,0.0,0.0,1455485.0,42973.0,1498457.875,20.60000038,55.0,12.43,112,1.0,0.0,0.9713219332241823,0.028678150194912887,0.0,4.0
3126,2009,1.0,2,138705,0,138705,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,138705.0,0.0,0.0,0.0,3004396.0,1954902.0,4959298.0,35.79999924,84.0,124.77,7,1.0,0.0,0.6058107417622414,0.39418925823775863,0.0,2.0
3129,2004,1.0,3,21947,0,21947,NonResidential,Mixed Use Property,"Office, Other, Parking",Other,Office,Parking,14877.0,12023.0,4920.0,0.0,969591.0,585008.0,1554599.25,57.79999924,,37.83,12,1.0,0.0,0.6236919257487098,0.3763079134381417,0.0,3.0
3130,1940,1.0,0,384772,0,384772,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,None,349953.0,63872.0,0.0,0.0,9014872.0,6191888.0,15206762.0,36.70000076,69.0,391.7,76,1.0,0.0,0.5928199573321394,0.40717991114742247,0.0,0.0
3131,1960,1.0,0,30287,0,30287,NonResidential,Medical Office,Medical Office,Medical Office,None,None,28050.0,0.0,0.0,0.0,1815405.0,377710.0,2193115.0,78.19999695,32.0,32.72,56,1.0,0.0,0.8277746493001963,0.17222535069980371,0.0,0.0
3132,1960,1.0,0,21931,0,21931,NonResidential,Small- and Mid-Sized Office,Office,Office,Office,None,31845.0,31845.0,0.0,0.0,1398591.0,2548619.0,3947209.25,124.0,32.0,145.11,56,1.0,0.0,0.35432400752506343,0.6456761824825983,0.0,0.0
3133,1985,1.0,6,73102,0,73102,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,92723.0,18364.0,0.0,0.0,4307238.0,0.0,4307238.5,46.5,84.0,30.03,31,1.0,0.0,0.9999998839163422,0.0,0.0,6.0
3134,1916,1.0,2,140823,59401,81422,NonResidential,Mixed Use Property,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",Parking,Supermarket/Grocery Store,Multifamily Housing,89820.0,64000.0,41014.0,0.0,2554939.0,207907.0,2762846.0,19.70000076,,28.85,100,0.5781868018718533,0.42181319812814666,0.9247489726173663,0.0752510273826337,0.0,2.0
3136,1966,5.0,1,87458,0,87458,Nonresidential COS,Mixed Use Property,"Data Center, Distribution Center, Office, Other",Office,Distribution Center,Other,41097.0,39772.0,6275.0,0.0,3890327.0,4584911.0,8475238.0,96.90000153,,270.63,50,1.0,0.0,0.45902274366808343,0.5409772563319166,0.0,0.0
3141,2011,1.0,1,51400,0,51400,NonResidential,Supermarket / Grocery Store,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,None,51841.0,0.0,0.0,0.0,6889168.0,4813790.0,11702959.0,225.6999969,74.0,303.69,5,1.0,0.0,0.5886688998910447,0.41133101466048033,0.0,1.0
3144,1993,1.0,1,26263,0,26263,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,26263.0,0.0,0.0,0.0,1634669.0,0.0,1634669.375,62.20000076,64.0,11.4,23,1.0,0.0,0.9999997705958124,0.0,0.0,1.0
3152,1906,1.0,2,39212,0,39212,Nonresidential COS,Other,Other,Other,None,None,39212.0,0.0,0.0,0.0,72371.0,0.0,72370.39844,1.799999952,,0.5,110,1.0,0.0,1.0000083122383316,0.0,0.0,2.0
3156,2000,1.0,8,178000,0,178000,NonResidential,Laboratory,Laboratory,Laboratory,None,None,181930.0,0.0,0.0,31030194.0,22135959.0,0.0,53166156.0,292.2000122,,2549.47,16,1.0,0.0,0.41635432510862735,0.0,0.5836456184644984,8.0
3158,2005,1.0,4,162157,0,162157,NonResidential,Large Office,"Office, Other - Services",Office,Other - Services,None,88698.0,72726.0,0.0,0.0,35110865.0,5502867.0,40613740.0,251.6000061,,537.03,11,1.0,0.0,0.8645070609109134,0.13549274211141352,0.0,4.0
3160,2003,1.0,4,33997,0,33997,NonResidential,Supermarket / Grocery Store,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,None,33997.0,30000.0,0.0,0.0,8224625.0,702110.0,8926736.0,262.6000061,23.0,94.63,13,1.0,0.0,0.9213473995422291,0.07865248843474255,0.0,4.0
3162,2012,1.0,11,526423,0,526423,NonResidential,Large Office,"Office, Other, Parking",Office,Parking,Other,400536.0,182439.0,7177.0,0.0,16565434.0,898308.0,17463744.0,42.79999924,97.0,163.19,4,1.0,0.0,0.9485614310425072,0.05143845443451301,0.0,11.0
3163,1902,1.0,6,74211,0,74211,NonResidential,Mixed Use Property,"Multifamily Housing, Office, Parking",Office,Multifamily Housing,Parking,33279.0,29878.0,8421.0,0.0,1357120.0,0.0,1357119.875,21.5,97.0,9.46,114,1.0,0.0,1.0000000921068228,0.0,0.0,6.0
3165,1988,1.0,2,45700,0,45700,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,293707.0,0.0,0.0,0.0,1441594.0,102600.0,1544193.75,5.300000191,99.0,15.5,28,1.0,0.0,0.9335577222741641,0.0664424396226186,0.0,2.0
3168,1929,8.0,0,502030,0,502030,Nonresidential COS,Other,Other - Recreation,Other - Recreation,None,None,564258.0,0.0,0.0,0.0,9359884.0,9110455.0,18470340.0,32.70000076,,549.11,87,1.0,0.0,0.5067521225922208,0.4932478232669242,0.0,0.0
3171,2012,1.0,2,53575,0,53575,NonResidential,Other,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,None,None,53575.0,0.0,0.0,0.0,23173477.0,8630089.0,31803568.0,593.5999756,,619.9,4,1.0,0.0,0.7286439370576282,0.27135600005634586,0.0,2.0
3173,2012,1.0,6,157345,0,157345,NonResidential,Large Office,Office,Office,None,None,157345.0,0.0,0.0,0.0,11385578.0,238969.0,11624548.0,73.90000153,63.0,92.07,4,1.0,0.0,0.9794426415547512,0.020557272420398627,0.0,6.0
3175,2012,1.0,5,136758,0,136758,NonResidential,Residence Hall,Residence Hall/Dormitory,Residence Hall/Dormitory,None,None,207017.0,0.0,0.0,0.0,3420620.0,2854748.0,6275367.5,30.29999924,90.0,175.46,4,1.0,0.0,0.5450868016893035,0.45491327798730513,0.0,5.0
3176,2012,1.0,7,192259,0,192259,NonResidential,Residence Hall,"Residence Hall/Dormitory, Supermarket/Grocery Store",Residence Hall/Dormitory,Supermarket/Grocery Store,None,188118.0,7000.0,0.0,0.0,5931729.0,2835888.0,8767617.0,44.90000153,72.0,191.97,4,1.0,0.0,0.6765497397981687,0.3234502602018314,0.0,7.0
3178,2012,2.0,2,137138,0,137138,Nonresidential COS,Other,Other - Utility,Other - Utility,None,None,138602.0,0.0,0.0,0.0,5475366.0,0.0,5475367.0,39.5,,38.17,4,1.0,0.0,0.9999998173638406,0.0,0.0,1.0
3182,2012,1.0,7,267470,0,267470,NonResidential,Other,"Hospital (General Medical & Surgical), Other",Other,Hospital (General Medical & Surgical),None,160482.0,106988.0,0.0,18547858.0,23795911.0,0.0,42584028.0,159.1999969,,1597.56,4,1.0,0.0,0.55879897035574,0.0,0.435559031663233,7.0
3187,2013,1.0,8,330000,0,330000,NonResidential,Hospital,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),None,None,241500.0,0.0,0.0,0.0,27703081.0,30061325.0,57764408.0,239.1999969,58.0,1789.69,3,1.0,0.0,0.47958737844244853,0.520412586934155,0.0,8.0
3192,1918,1.0,3,43832,0,43832,NonResidential,Retail Store,"Hotel, Parking, Retail Store",Retail Store,Hotel,Parking,24588.0,17558.0,1686.0,0.0,1343774.0,2542771.0,3886545.0,92.19999695,67.0,144.41,98,1.0,0.0,0.3457502743439224,0.6542497256560775,0.0,3.0
3193,1987,1.0,6,146363,0,146363,NonResidential,Other,Strip Mall,Strip Mall,None,None,146363.0,0.0,0.0,0.0,6438541.0,5292013.0,11730555.0,80.09999847,,325.94,29,1.0,0.0,0.548869256399207,0.45113065835333455,0.0,6.0
3198,2011,1.0,1,67263,0,67263,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,Supermarket/Grocery Store,None,None,67263.0,0.0,0.0,0.0,9272449.0,5425036.0,14697487.0,218.5,78.0,352.77,5,1.0,0.0,0.6308866951200569,0.36911316880225853,0.0,1.0
3199,1988,1.0,13,354086,149326,204760,NonResidential,Large Office,"Data Center, Multifamily Housing, Office, Other, Parking",Office,Parking,Multifamily Housing,193393.0,149326.0,38225.0,0.0,12288296.0,1170651.0,13458948.0,56.70000076,88.0,147.84,28,0.578277593578961,0.421722406421039,0.9130205421701607,0.08697938352982715,0.0,13.0
3201,2008,1.0,2,70292,0,70292,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,70292.0,0.0,0.0,0.0,977731.0,956080.0,1933811.625,27.5,37.0,57.59,8,1.0,0.0,0.5055978500491225,0.4944018267549715,0.0,2.0
3203,1975,1.0,7,90679,35120,55559,NonResidential,Other,"Data Center, Parking",Data Center,Parking,None,60000.0,30700.0,0.0,0.0,41680634.0,0.0,41680640.0,694.7000122,100.0,290.57,41,0.6126997430496587,0.3873002569503413,0.9999998560482757,0.0,0.0,7.0
3214,2014,1.0,2,35780,0,35780,NonResidential,K-12 School,K-12 School,K-12 School,None,None,38000.0,0.0,0.0,0.0,2234214.0,678050.0,2912264.0,76.59999847,22.0,51.59,2,1.0,0.0,0.7671742671680865,0.2328257328319136,0.0,2.0
3216,2013,1.0,3,105061,28217,76844,NonResidential,Large Office,"Office, Parking",Office,Parking,None,83533.0,28217.0,0.0,0.0,1363192.0,0.0,1363191.625,16.29999924,100.0,9.5,3,0.7314226972901458,0.26857730270985425,1.0000002750897181,0.0,0.0,3.0
3218,2013,1.0,3,62662,14989,47673,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,47000.0,0.0,0.0,0.0,2444599.0,57532.0,2502131.0,53.20000076,67.0,20.1,3,0.7607960167246497,0.23920398327535028,0.9770067994041879,0.02299320059581213,0.0,3.0
3221,2013,1.0,4,62381,22948,39433,NonResidential,Hotel,"Hotel, Parking, Swimming Pool",Hotel,Parking,Swimming Pool,60245.0,26067.0,0.0,0.0,3497215.0,0.0,3497215.5,58.0,62.0,24.38,3,0.6321315785255126,0.36786842147448745,0.9999998570291135,0.0,0.0,4.0
3228,2013,1.0,6,79805,0,79805,NonResidential,Senior Care Community,"Parking, Senior Care Community",Senior Care Community,Parking,None,79805.0,7000.0,0.0,0.0,4663661.0,2867663.0,7531325.0,94.40000153,25.0,184.81,3,1.0,0.0,0.6192351279489333,0.380764739272306,0.0,6.0
3230,2014,1.0,2,48925,0,48925,NonResidential,K-12 School,K-12 School,K-12 School,None,None,63500.0,0.0,0.0,0.0,1384383.0,246907.0,1662054.125,26.20000076,82.0,22.76,2,1.0,0.0,0.8329349683482781,0.14855533059129467,0.0,2.0
3233,2013,1.0,6,305025,239252,65773,NonResidential,Other,"Lifestyle Center, Medical Office",Lifestyle Center,Medical Office,None,318986.0,19909.0,0.0,0.0,12331431.0,13628209.0,25959642.0,76.59999847,,809.76,3,0.21563150561429392,0.7843684943857061,0.4750231532468745,0.5249767697104606,0.0,6.0
3235,2014,1.0,7,333714,146687,187027,NonResidential,Large Office,"Office, Parking",Office,Parking,None,191333.0,133432.0,0.0,0.0,4359095.0,222397.0,4581493.0,23.89999962,,42.2,2,0.5604409764049455,0.43955902359505444,0.9514573087855859,0.04854247294495485,0.0,7.0
